barcode,itemcode,description,onhand_qty
6849141691164,4972603375602,Cristine,1000
6242269706491,9225408491073,Thalia,15
5320395706116,2432448519044,Jaclyn,740
6774840833513,542800565274,Adele,983
8533557804552,1016192714844,Ira,258
1893154407463,6567340909993,Janis,406
7921192445402,8420162320645,Darci,344
4514741171542,7957326098431,Eve,786
2567893047341,90691498797,Carlie,126
8257901500527,7272125824340,Harrietta,994
5809886488478,6991302780950,Kathy,113
7055579585640,5356892503177,Nita,859
7666005927276,8860682235927,Jan,839
2972334486625,8504561497871,Ada,435
6507374984375,9238400632830,Leia,531
7805584478437,5405046689563,Vanessa,881
9826615970069,9316649382860,Meriel,8547901500527","7272125824340","Harrietta","994","","","",""
"11","","5809886488478","6991302780950","Kathy","113","","","",""
"12","","7055579585640","5356892503177","Nita","859","","","",""
"13","","7666005927276","8860682235927","Jan","839","","","",""
"14","","2972334486625","8504561497871","Ada","435","","","",""
"15","","6507374984375","9238400632830","Leia","531","","","",""
"16","","7805584478437","5405046689563","Vanessa","881","","","",""
"17","","9826615970069","9316649382860","Meriel","854","","","",""
"18","","8696629629355","6209226372875","Dorothy","458","","","",""
"19","","5412733203676","3389855219460","Luci","296","","","",""
"20","","6408861050816","9580154543772","Ricky","659","","","",""
"21","","4219362844450","3345021685594","Nannie","339","","","",""
"22","","4135243301439","3593885167992","Codie","970","","","",""
"23","","827253881524","3617390390824","Ida","97","","","",""
"24","","5332484106773","3044748146803","Mellicent","818","","","",""
"25","","3889373546345","1870222823372","Fawne","733","","","",""
"26","","9358339380250","8561870529465","Allyce","187","","","",""
"27","","2178162414513","2819645778382","Kittie","687","","","",""
"28","","1149239701874","7012037045038","Addia","338","","","",""
"29","","7165033670521","4572215770364","Marcelline","687","","","",""
"30","","9404712873596","9632955388771","Cathie","657","","","",""
"31","","6539869475497","1736195250676","Courtnay","226","","","",""
"32","","4782488904908","7084748702910","Amara","63","","","",""
"33","","6677492484473","9128784329436","Camile","305","","","",""
"34","","49735801312","9490779332456","Bibby","769","","","",""
"35","","2015875467105","5127215927536","Judy","209","","","",""
"36","","5466274311210","2229470645481","Fidelia","326","","","",""
"37","","3091732570307","9699495901991","Mara","739","","","",""
"38","","8534397852283","5128598083959","Teriann","918","","","",""
"39","","1441592143518","384120310837","Chickie","767","","","",""
"40","","4579800978168","8507597933658","Ginnie","594","","","",""
"41","","65658024289","3081724460774","Jorry","890","","","",""
"42","","6446170531889","9067979673473","Shauna","460","","","",""
"43","","6024677823442","5886333552246","Georgina","977","","","",""
"44","","1763754725993","8907004832986","Cissiee","714","","","",""
"45","","3498037885668","472134217517","Janeczka","512","","","",""
"46","","2056911955128","6206565092267","Kellen","415","","","",""
"47","","5262719840908","1034729438362","Gabriellia","843","","","",""
"48","","6579187055697","7832355161459","Reeba","63","","","",""
"49","","683594711841","8815487622343","Leanna","458","","","",""
"50","","9844994692754","3916036996364","Gisela","433","","","",""
"51","","9093562221802","9376874521390","Jenda","156","","","",""
"52","","7635775353262","4568039850346","Ofilia","954","","","",""
"53","","6773343814544","5478417674637","Mahalia","519","","","",""
"54","","5339597063410","6423394270773","Lorie","625","","","",""
"55","","2346390765941","4355392091225","Jere","682","","","",""
"56","","1952835187669","1740581631094","Cissiee","356","","","",""
"57","","7447495240616","4297533679250","Georgetta","467","","","",""
"58","","4895700731305","3306620560841","Cissiee","376","","","",""
"59","","3165955569441","7062482263456","Maud","641","","","",""
"60","","1420686505172","9717121717873","Merrie","680","","","",""
"61","","9207736195639","9362003402428","Arlena","961","","","",""
"62","","5412610083667","1175005888978","Ardys","381","","","",""
"63","","94038778576","4485925519476","Liana","762","","","",""
"64","","3951679765346","1490651965326","Kimmy","971","","","",""
"65","","5920419545463","7544216728491","Anestassia","172","","","",""
"66","","819488999948","6318388725580","Jessy","313","","","",""
"67","","7148637300111","6339904392622","Meghann","222","","","",""
"68","","6775655930525","151885254497","Andree","638","","","",""
"69","","7905314435808","7164435229055","Tami","315","","","",""
"70","","1542415156236","4910614538639","Evita","866","","","",""
"71","","6751122663473","4323448457622","Cherrita","552","","","",""
"72","","2275045546652","5800240204345","Lita","920","","","",""
"73","","7651232136097","6308810157498","Marjie","202","","","",""
"74","","3886045199690","1151831511356","Lenna","200","","","",""
"75","","1955087886262","5584102346643","Norine","108","","","",""
"76","","8044304947785","4663916388162","Phedra","479","","","",""
"77","","387359526723","6379186884608","Binny","677","","","",""
"78","","3226282449896","2744193943155","Kathy","307","","","",""
"79","","7680747509554","5495462447626","Donetta","725","","","",""
"80","","8442762092132","5779721674870","Candi","404","","","",""
"81","","8365588888957","3540358449639","Harmonia","71","","","",""
"82","","6967843537764","5292483750954","Pearline","424","","","",""
"83","","3267983152023","2114760921510","Mireielle","872","","","",""
"84","","1566949255228","5220131215975","Kirbee","527","","","",""
"85","","6506386620697","21410140669","Tani","243","","","",""
"86","","5469129503922","8020035621060","Mureil","329","","","",""
"87","","5513706679361","7596648058975","Micheline","877","","","",""
"88","","8805465361671","7381392410004","Maryellen","180","","","",""
"89","","6293790491685","993549332247","Lonnie","366","","","",""
"90","","433752276667","7310721788855","Tobe","288","","","",""
"91","","8860117623267","7455356222337","Shaine","466","","","",""
"92","","794987362276","4634969335656","Tina","717","","","",""
"93","","369104512669","6696697574204","Etta","818","","","",""
"94","","3701524544355","4392834901683","Tami","403","","","",""
"95","","4585452049141","3015563931761","Melisent","35","","","",""
"96","","6971765802880","3582243775657","Corina","986","","","",""
"97","","2232339378891","3554764531586","Nerta","393","","","",""
"98","","1977494465449","1501104163507","Ardenia","268","","","",""
"99","","3342015759868","6078085352332","Alisha","960","","","",""
"100","","3406196409356","2955723895458","Marguerite","837","","","",""
"101","","2463841751978","9527177936372","Olivette","976","","","",""
"102","","9245594519462","4615488514121","Kary","66","","","",""
"103","","647293967720","9548439974203","Rosabelle","485","","","",""
"104","","8029574609400","5795087973714","Kayla","452","","","",""
"105","","1999767774066","1854148431755","Korrie","888","","","",""
"106","","9688674854531","137419815441","Emylee","232","","","",""
"107","","1543838125744","9662190582058","Ida","992","","","",""
"108","","5764650240574","38695850771","Delilah","643","","","",""
"109","","2540410315018","6637367366675","Kristan","212","","","",""
"110","","5135734251949","1243224938819","Beatriz","145","","","",""
"111","","971217340668","6176975536938","Philis","126","","","",""
"112","","2391412066709","2521433073858","Noelle","93","","","",""
"113","","1350020124106","9914253693193","Marcelline","947","","","",""
"114","","7942227801724","5802127931953","Kore","278","","","",""
"115","","2332441715575","3609675321993","Loree","596","","","",""
"116","","6986274372995","7058143159539","Lonnie","985","","","",""
"117","","4022290726442","6578033206116","Ana","433","","","",""
"118","","6406053011880","1402662912094","Chrystel","559","","","",""
"119","","321597693556","3385346027499","Blake","886","","","",""
"120","","9384895799418","2999968967690","Ermengarde","23","","","",""
"121","","5132369773548","6295249647834","Helena","268","","","",""
"122","","4161042279670","9567731446062","Sam","584","","","",""
"123","","4787366631787","2256965442164","Kathy","747","","","",""
"124","","7711458134890","5012631388607","Marinna","230","","","",""
"125","","7925754023148","2110500067220","Alleen","480","","","",""
"126","","8999776340065","587059947055","Hannis","878","","","",""
"127","","7891290521245","762027767951","Justinn","910","","","",""
"128","","5553376544111","9300732058339","Tomasina","132","","","",""
"129","","8084182879984","4421041748869","Tiffie","599","","","",""
"130","","5558248724399","6802580027293","Cam","12","","","",""
"131","","1493021261596","9516336728285","Albertina","294","","","",""
"132","","5328199596772","1310200555967","Annice","397","","","",""
"133","","8917811595090","5510376751432","Jasmina","977","","","",""
"134","","1071691044562","2859838792629","Nyssa","470","","","",""
"135","","4489180812894","622504528942","Annora","772","","","",""
"136","","3495129999339","3560809828071","Nikki","79","","","",""
"137","","2148460014631","1400233511004","Johna","635","","","",""
"138","","4242833025808","6157249600351","Jinny","68","","","",""
"139","","5747287257912","5614616934665","Willetta","626","","","",""
"140","","9164740675963","3793815577215","Lynnea","406","","","",""
"141","","1608184487591","33308631806","Evita","608","","","",""
"142","","1017662102545","3267272497260","Marline","243","","","",""
"143","","4310805784413","6604112355328","Henriette","158","","","",""
"144","","1971841407294","5675348692475","Madeleine","452","","","",""
"145","","2771515332433","8543755933624","Patricia","580","","","",""
"146","","5774230730156","4133024729265","Roberta","720","","","",""
"147","","5096143404061","3752911511205","Clary","707","","","",""
"148","","2157232418815","5758456069338","Karly","837","","","",""
"149","","8641113654101","183852984070","Betta","266","","","",""
"150","","6431721424539","2668489977386","Vanessa","800","","","",""
"151","","5378515362663","9399858277415","Myrtice","27","","","",""
"152","","3046983427958","3462783174640","Anica","21","","","",""
"153","","6674030579500","5895256069595","Ekaterina","750","","","",""
"154","","5453172302886","7281602090669","Nataline","711","","","",""
"155","","2631960251053","7969128165924","Maisey","342","","","",""
"156","","2120867706444","1105436670479","Corry","404","","","",""
"157","","2235283132135","8810960948416","Tarra","969","","","",""
"158","","7017080375395","7151316345596","Zia","38","","","",""
"159","","5354902146608","8504399476775","Nollie","275","","","",""
"160","","305148972658","1431766027250","Barbara","335","","","",""
"161","","1417352450317","7924687541169","Chickie","689","","","",""
"162","","2435930652401","4739732701076","Marguerite","66","","","",""
"163","","5742860035674","1006276134464","Donetta","228","","","",""
"164","","7136877505070","8847150125112","Carolina","179","","","",""
"165","","8928695785112","4913617022691","Daune","618","","","",""
"166","","3642298590979","5864968695751","Angelique","846","","","",""
"167","","4484352639280","9225327610989","Ermengarde","898","","","",""
"168","","4814078548621","966345697165","Jasmina","982","","","",""
"169","","3905837399467","5268682382506","Lenna","726","","","",""
"170","","3140441766318","4617640525076","Amii","97","","","",""
"171","","913026351782","2818421459136","Darci","583","","","",""
"172","","989262815688","7654782904894","Gertrud","278","","","",""
"173","","5451923208303","6087730337655","Katuscha","175","","","",""
"174","","4620384953782","7245627509425","Albertina","324","","","",""
"175","","1531647968078","5682300201524","Sophia","424","","","",""
"176","","2965175813711","823874708666","Barbi","614","","","",""
"177","","1805826033888","2716850001732","Kittie","950","","","",""
"178","","5426217213232","6094354269548","Annabela","616","","","",""
"179","","4195598334118","9132294799339","Modestia","755","","","",""
"180","","9502350726588","4080945673162","Tami","276","","","",""
"181","","4195688695881","4664410774663","Veda","591","","","",""
"182","","5263693219549","6796663683216","Genevra","280","","","",""
"183","","832641354625","7017905841248","Marcelline","28","","","",""
"184","","5606439262968","2183272537732","Julieta","685","","","",""
"185","","9765521078191","7665198533601","Tarra","819","","","",""
"186","","7781712983949","3086507738208","Dione","129","","","",""
